period,Industry,GDP
2018_Q4,Real estate and rental and leasing,4000.7
2019_Q1,Real estate and rental and leasing,4065.4
2019_Q2,Real estate and rental and leasing,4110.0
2019_Q3,Real estate and rental and leasing,4157.5
2019_Q4,Real estate and rental and leasing,4211.0
2020_Q1,Real estate and rental and leasing,4258.5
2020_Q2,Real estate and rental and leasing,4101.5
2015_Q1,Real estate,2992.5
2015_Q2,Real estate,3049.1
2015_Q3,Real estate,3101.0
2015_Q4,Real estate,3141.0
2016_Q1,Real estate,3184.2
2016_Q2,Real estate,3232.9
2016_Q3,Real estate,3264.6
2016_Q4,Real estate,3301.8
2017_Q1,Real estate,3324.8
2017_Q2,Real estate,3350.6
2017_Q3,Real estate,3388.4
2017_Q4,Real estate,3438.2
2018_Q1,Real estate,3494.8
2018_Q2,Real estate,3543.2
2018_Q3,Real estate,3589.2
2018_Q4,Real estate,3623.9
2019_Q1,Real estate,3683.9
2019_Q2,Real estate,3723.3
2019_Q3,Real estate,3764.5
2019_Q4,Real estate,3821.4
2020_Q1,Real estate,3878.5
2020_Q2,Real estate,3813.1
2015_Q1,Housing,1903.0
2015_Q2,Housing,1934.3
2015_Q3,Housing,1963.3
2015_Q4,Housing,1987.3
2016_Q1,Housing,2010.3
2016_Q2,Housing,2035.1
2016_Q3,Housing,2059.6
2016_Q4,Housing,2086.0
2017_Q1,Housing,2110.6
2017_Q2,Housing,2131.5
2017_Q3,Housing,2154.5
2017_Q4,Housing,2176.9
2018_Q1,Housing,2197.4
2018_Q2,Housing,2219.7
2018_Q3,Housing,2243.2
2018_Q4,Housing,2268.4
2019_Q1,Housing,2296.9
2019_Q2,Housing,2327.5
2019_Q3,Housing,2354.1
2019_Q4,Housing,2378.0
2020_Q1,Housing,2406.3
2020_Q2,Housing,2427.1
2015_Q1,Other real estate,1089.5
2015_Q2,Other real estate,1114.8
2015_Q3,Other real estate,1137.6
2015_Q4,Other real estate,1153.7
2016_Q1,Other real estate,1173.9
2016_Q2,Other real estate,1197.8
2016_Q3,Other real estate,1205.0
2016_Q4,Other real estate,1215.8
2017_Q1,Other real estate,1214.2
2017_Q2,Other real estate,1219.0
2017_Q3,Other real estate,1233.9
2017_Q4,Other real estate,1261.3
2018_Q1,Other real estate,1297.4
2018_Q2,Other real estate,1323.5
2018_Q3,Other real estate,1346.0
2018_Q4,Other real estate,1355.5
2019_Q1,Other real estate,1387.0
2019_Q2,Other real estate,1395.8
2019_Q3,Other real estate,1410.3
2019_Q4,Other real estate,1443.4
2020_Q1,Other real estate,1472.2
2020_Q2,Other real estate,1386.1
2015_Q1,Rental and leasing services and lessors of intangible assets,332.4
2015_Q2,Rental and leasing services and lessors of intangible assets,327.9
2015_Q3,Rental and leasing services and lessors of intangible assets,327.7
2015_Q4,Rental and leasing services and lessors of intangible assets,329.2
2016_Q1,Rental and leasing services and lessors of intangible assets,330.4
2016_Q2,Rental and leasing services and lessors of intangible assets,337.3
2016_Q3,Rental and leasing services and lessors of intangible assets,328.4
2016_Q4,Rental and leasing services and lessors of intangible assets,336.3
2017_Q1,Rental and leasing services and lessors of intangible assets,338.8
2017_Q2,Rental and leasing services and lessors of intangible assets,334.6
2017_Q3,Rental and leasing services and lessors of intangible assets,342.3
2017_Q4,Rental and leasing services and lessors of intangible assets,353.2
2018_Q1,Rental and leasing services and lessors of intangible assets,364.1
2018_Q2,Rental and leasing services and lessors of intangible assets,373.6
2018_Q3,Rental and leasing services and lessors of intangible assets,375.1
2018_Q4,Rental and leasing services and lessors of intangible assets,376.8
2019_Q1,Rental and leasing services and lessors of intangible assets,381.5
2019_Q2,Rental and leasing services and lessors of intangible assets,386.6
2019_Q3,Rental and leasing services and lessors of intangible assets,393.0
2019_Q4,Rental and leasing services and lessors of intangible assets,389.6
2020_Q1,Rental and leasing services and lessors of intangible assets,380.0
2020_Q2,Rental and leasing services and lessors of intangible assets,288.4
2015_Q1,Professional and business services,3413.3
2015_Q2,Professional and business services,3450.2
2015_Q3,Professional and business services,3489.5
2015_Q4,Professional and business services,3481.2
2016_Q1,Professional and business services,3530.0
2016_Q2,Professional and business services,3578.1
2016_Q3,Professional and business services,3629.0
2016_Q4,Professional and business services,3689.3
2017_Q1,Professional and business services,3767.6
2017_Q2,Professional and business services,3799.5
2017_Q3,Professional and business services,3842.0
2017_Q4,Professional and business services,3933.5
2018_Q1,Professional and business services,3977.0
2018_Q2,Professional and business services,4051.8
2018_Q3,Professional and business services,4100.9
2018_Q4,Professional and business services,4148.8
2019_Q1,Professional and business services,4192.1
2019_Q2,Professional and business services,4243.9
2019_Q3,Professional and business services,4319.3
2019_Q4,Professional and business services,4352.0
2020_Q1,Professional and business services,4333.3
2020_Q2,Professional and business services,3948.0
2015_Q1,"Professional, scientific, and technical services",1970.4
2015_Q2,"Professional, scientific, and technical services",1995.9
2015_Q3,"Professional, scientific, and technical services",2021.7
2015_Q4,"Professional, scientific, and technical services",2008.7
2016_Q1,"Professional, scientific, and technical services",2047.1
2016_Q2,"Professional, scientific, and technical services",2064.1
2016_Q3,"Professional, scientific, and technical services",2091.4
2016_Q4,"Professional, scientific, and technical services",2133.6
2017_Q1,"Professional, scientific, and technical services",2176.4
2017_Q2,"Professional, scientific, and technical services",2186.5
2017_Q3,"Professional, scientific, and technical services",2208.3
2017_Q4,"Professional, scientific, and technical services",2258.1
2018_Q1,"Professional, scientific, and technical services",2287.4
2018_Q2,"Professional, scientific, and technical services",2337.2
2018_Q3,"Professional, scientific, and technical services",2335.8
2018_Q4,"Professional, scientific, and technical services",2363.6
2019_Q1,"Professional, scientific, and technical services",2382.3
2019_Q2,"Professional, scientific, and technical services",2422.6
2019_Q3,"Professional, scientific, and technical services",2475.6
2019_Q4,"Professional, scientific, and technical services",2484.7
2020_Q1,"Professional, scientific, and technical services",2481.6
2020_Q2,"Professional, scientific, and technical services",2241.8
2015_Q1,Legal services,322.0
2015_Q2,Legal services,332.9
2015_Q3,Legal services,343.3
2015_Q4,Legal services,327.4
2016_Q1,Legal services,336.7
2016_Q2,Legal services,336.1
2016_Q3,Legal services,334.5
2016_Q4,Legal services,351.5
2017_Q1,Legal services,359.6
2017_Q2,Legal services,358.1
2017_Q3,Legal services,356.8
2017_Q4,Legal services,370.3
2018_Q1,Legal services,357.7
2018_Q2,Legal services,372.3
2018_Q3,Legal services,366.4
2018_Q4,Legal services,364.1
2019_Q1,Legal services,371.4
2019_Q2,Legal services,368.7
2019_Q3,Legal services,384.4
2019_Q4,Legal services,385.1
2020_Q1,Legal services,386.6
2020_Q2,Legal services,361.5
2015_Q1,Computer systems design and related services,382.2
2015_Q2,Computer systems design and related services,379.2
2015_Q3,Computer systems design and related services,381.2
2015_Q4,Computer systems design and related services,384.3
2016_Q1,Computer systems design and related services,395.6
2016_Q2,Computer systems design and related services,406.2
2016_Q3,Computer systems design and related services,414.0
2016_Q4,Computer systems design and related services,413.5
2017_Q1,Computer systems design and related services,423.5
2017_Q2,Computer systems design and related services,432.8
2017_Q3,Computer systems design and related services,431.9
2017_Q4,Computer systems design and related services,440.6
2018_Q1,Computer systems design and related services,451.5
2018_Q2,Computer systems design and related services,466.4
2018_Q3,Computer systems design and related services,473.2
2018_Q4,Computer systems design and related services,484.5
2019_Q1,Computer systems design and related services,479.9
2019_Q2,Computer systems design and related services,490.7
2019_Q3,Computer systems design and related services,496.4
2019_Q4,Computer systems design and related services,498.1
2020_Q1,Computer systems design and related services,501.6
2020_Q2,Computer systems design and related services,473.5
2015_Q1,"Miscellaneous professional, scientific, and technical services",1266.2
2015_Q2,"Miscellaneous professional, scientific, and technical services",1283.8
2015_Q3,"Miscellaneous professional, scientific, and technical services",1297.3
2015_Q4,"Miscellaneous professional, scientific, and technical services",1297.0
2016_Q1,"Miscellaneous professional, scientific, and technical services",1314.7
2016_Q2,"Miscellaneous professional, scientific, and technical services",1321.8
2016_Q3,"Miscellaneous professional, scientific, and technical services",1342.9
2016_Q4,"Miscellaneous professional, scientific, and technical services",1368.6
2017_Q1,"Miscellaneous professional, scientific, and technical services",1393.4
2017_Q2,"Miscellaneous professional, scientific, and technical services",1395.6
2017_Q3,"Miscellaneous professional, scientific, and technical services",1419.7
2017_Q4,"Miscellaneous professional, scientific, and technical services",1447.3
2018_Q1,"Miscellaneous professional, scientific, and technical services",1478.1
2018_Q2,"Miscellaneous professional, scientific, and technical services",1498.5
2018_Q3,"Miscellaneous professional, scientific, and technical services",1496.2
2018_Q4,"Miscellaneous professional, scientific, and technical services",1515.0
2019_Q1,"Miscellaneous professional, scientific, and technical services",1531.0
2019_Q2,"Miscellaneous professional, scientific, and technical services",1563.3
2019_Q3,"Miscellaneous professional, scientific, and technical services",1594.8
2019_Q4,"Miscellaneous professional, scientific, and technical services",1601.5
2020_Q1,"Miscellaneous professional, scientific, and technical services",1593.4
2020_Q2,"Miscellaneous professional, scientific, and technical services",1406.8
2015_Q1,Management of companies and enterprises,559.9
2015_Q2,Management of companies and enterprises,562.4
2015_Q3,Management of companies and enterprises,561.0
2015_Q4,Management of companies and enterprises,563.5
2016_Q1,Management of companies and enterprises,561.5
2016_Q2,Management of companies and enterprises,564.4
2016_Q3,Management of companies and enterprises,566.9
2016_Q4,Management of companies and enterprises,572.9
2017_Q1,Management of companies and enterprises,582.9
2017_Q2,Management of companies and enterprises,592.4
2017_Q3,Management of companies and enterprises,603.6
2017_Q4,Management of companies and enterprises,630.7
2018_Q1,Management of companies and enterprises,625.1
2018_Q2,Management of companies and enterprises,625.1
2018_Q3,Management of companies and enterprises,646.3
2018_Q4,Management of companies and enterprises,646.0
2019_Q1,Management of companies and enterprises,667.8
2019_Q2,Management of companies and enterprises,673.3
2019_Q3,Management of companies and enterprises,668.6
2019_Q4,Management of companies and enterprises,673.2
2020_Q1,Management of companies and enterprises,670.7
2020_Q2,Management of companies and enterprises,651.2
2015_Q1,Administrative and waste management services,883.0
2015_Q2,Administrative and waste management services,891.9
2015_Q3,Administrative and waste management services,906.7
2015_Q4,Administrative and waste management services,909.0
2016_Q1,Administrative and waste management services,921.4
2016_Q2,Administrative and waste management services,949.6
2016_Q3,Administrative and waste management services,970.8
2016_Q4,Administrative and waste management services,982.8
2017_Q1,Administrative and waste management services,1008.3
2017_Q2,Administrative and waste management services,1020.6
2017_Q3,Administrative and waste management services,1030.0
2017_Q4,Administrative and waste management services,1044.7
2018_Q1,Administrative and waste management services,1064.6
2018_Q2,Administrative and waste management services,1089.5
2018_Q3,Administrative and waste management services,1118.8
2018_Q4,Administrative and waste management services,1139.1
2019_Q1,Administrative and waste management services,1142.0
2019_Q2,Administrative and waste management services,1148.0
2019_Q3,Administrative and waste management services,1175.0
2019_Q4,Administrative and waste management services,1194.1
2020_Q1,Administrative and waste management services,1181.0
2020_Q2,Administrative and waste management services,1055.0
2015_Q1,Administrative and support services,795.7
2015_Q2,Administrative and support services,802.4
2015_Q3,Administrative and support services,816.1
2015_Q4,Administrative and support services,817.2
2016_Q1,Administrative and support services,828.2
2016_Q2,Administrative and support services,855.9
2016_Q3,Administrative and support services,875.3
2016_Q4,Administrative and support services,884.8
2017_Q1,Administrative and support services,908.1
2017_Q2,Administrative and support services,919.4
2017_Q3,Administrative and support services,928.1
2017_Q4,Administrative and support services,941.5
2018_Q1,Administrative and support services,958.9
2018_Q2,Administrative and support services,984.8
2018_Q3,Administrative and support services,1009.7
2018_Q4,Administrative and support services,1027.2
2019_Q1,Administrative and support services,1029.6
2019_Q2,Administrative and support services,1033.4
2019_Q3,Administrative and support services,1060.9
2019_Q4,Administrative and support services,1080.5
2020_Q1,Administrative and support services,1065.9
2020_Q2,Administrative and support services,954.4
2015_Q1,Waste management and remediation services,87.3
2015_Q2,Waste management and remediation services,89.5
2015_Q3,Waste management and remediation services,90.6
2015_Q4,Waste management and remediation services,91.8
2016_Q1,Waste management and remediation services,93.1
2016_Q2,Waste management and remediation services,93.7
2016_Q3,Waste management and remediation services,95.4
2016_Q4,Waste management and remediation services,98.0
2017_Q1,Waste management and remediation services,100.2
2017_Q2,Waste management and remediation services,101.1
2017_Q3,Waste management and remediation services,102.0
2017_Q4,Waste management and remediation services,103.2
2018_Q1,Waste management and remediation services,105.7
2018_Q2,Waste management and remediation services,104.7
2018_Q3,Waste management and remediation services,109.1
2018_Q4,Waste management and remediation services,111.9
2019_Q1,Waste management and remediation services,112.4
2019_Q2,Waste management and remediation services,114.6
2019_Q3,Waste management and remediation services,114.2
2019_Q4,Waste management and remediation services,113.6
2020_Q1,Waste management and remediation services,115.1
2020_Q2,Waste management and remediation services,100.6
2015_Q1,"Educational services, health care, and social assistance",2478.2
2015_Q2,"Educational services, health care, and social assistance",2507.4
2015_Q3,"Educational services, health care, and social assistance",2557.9
2015_Q4,"Educational services, health care, and social assistance",2573.0
2016_Q1,"Educational services, health care, and social assistance",2607.4
2016_Q2,"Educational services, health care, and social assistance",2650.4
2016_Q3,"Educational services, health care, and social assistance",2670.3
2016_Q4,"Educational services, health care, and social assistance",2708.8
2017_Q1,"Educational services, health care, and social assistance",2749.5
2017_Q2,"Educational services, health care, and social assistance",2754.8
2017_Q3,"Educational services, health care, and social assistance",2786.0
2017_Q4,"Educational services, health care, and social assistance",2819.6
2018_Q1,"Educational services, health care, and social assistance",2844.5
2018_Q2,"Educational services, health care, and social assistance",2876.4
2018_Q3,"Educational services, health care, and social assistance",2914.5
2018_Q4,"Educational services, health care, and social assistance",2938.2
2019_Q1,"Educational services, health care, and social assistance",2956.9
2019_Q2,"Educational services, health care, and social assistance",2995.0
2019_Q3,"Educational services, health care, and social assistance",3022.3
2019_Q4,"Educational services, health care, and social assistance",3061.4
2020_Q1,"Educational services, health care, and social assistance",3035.2
2020_Q2,"Educational services, health care, and social assistance",2673.0
2015_Q1,Educational services,337.0
2015_Q2,Educational services,340.9
2015_Q3,Educational services,341.5
2015_Q4,Educational services,345.1
2016_Q1,Educational services,346.6
2016_Q2,Educational services,352.2
2016_Q3,Educational services,351.4
2016_Q4,Educational services,354.5
2017_Q1,Educational services,358.3
2017_Q2,Educational services,361.9
2017_Q3,Educational services,364.7
2017_Q4,Educational services,365.8
2018_Q1,Educational services,367.1
2018_Q2,Educational services,369.6
2018_Q3,Educational services,374.1
2018_Q4,Educational services,375.6
2019_Q1,Educational services,379.6
2019_Q2,Educational services,379.9
2019_Q3,Educational services,385.2
2019_Q4,Educational services,389.2
2020_Q1,Educational services,386.7
2020_Q2,Educational services,347.7
2015_Q1,Health care and social assistance,2141.3
2015_Q2,Health care and social assistance,2166.5
2015_Q3,Health care and social assistance,2216.5
2015_Q4,Health care and social assistance,2227.9
2016_Q1,Health care and social assistance,2260.8
2016_Q2,Health care and social assistance,2298.2
2016_Q3,Health care and social assistance,2318.9
2016_Q4,Health care and social assistance,2354.3
2017_Q1,Health care and social assistance,2391.2
2017_Q2,Health care and social assistance,2392.8
2017_Q3,Health care and social assistance,2421.3
2017_Q4,Health care and social assistance,2453.8
2018_Q1,Health care and social assistance,2477.4
2018_Q2,Health care and social assistance,2506.9
2018_Q3,Health care and social assistance,2540.4
2018_Q4,Health care and social assistance,2562.6
2019_Q1,Health care and social assistance,2577.3
2019_Q2,Health care and social assistance,2615.1
2019_Q3,Health care and social assistance,2637.1
2019_Q4,Health care and social assistance,2672.2
2020_Q1,Health care and social assistance,2648.5
2020_Q2,Health care and social assistance,2325.3
2015_Q1,Ambulatory health care services,929.5
2015_Q2,Ambulatory health care services,944.9
2015_Q3,Ambulatory health care services,976.6
2015_Q4,Ambulatory health care services,975.7
2016_Q1,Ambulatory health care services,994.5
2016_Q2,Ambulatory health care services,1007.8
2016_Q3,Ambulatory health care services,1008.7
2016_Q4,Ambulatory health care services,1026.8
2017_Q1,Ambulatory health care services,1044.9
2017_Q2,Ambulatory health care services,1049.1
2017_Q3,Ambulatory health care services,1061.2
2017_Q4,Ambulatory health care services,1070.5
2018_Q1,Ambulatory health care services,1091.2
2018_Q2,Ambulatory health care services,1096.2
2018_Q3,Ambulatory health care services,1112.1
2018_Q4,Ambulatory health care services,1118.3
2019_Q1,Ambulatory health care services,1116.7
2019_Q2,Ambulatory health care services,1137.1
2019_Q3,Ambulatory health care services,1147.6
2019_Q4,Ambulatory health care services,1166.7
2020_Q1,Ambulatory health care services,1144.1
2020_Q2,Ambulatory health care services,924.7
2015_Q1,Hospitals,798.6
2015_Q2,Hospitals,805.1
2015_Q3,Hospitals,819.9
2015_Q4,Hospitals,828.7
2016_Q1,Hospitals,840.5
2016_Q2,Hospitals,853.8
2016_Q3,Hospitals,866.5
2016_Q4,Hospitals,879.4
2017_Q1,Hospitals,892.9
2017_Q2,Hospitals,890.8
2017_Q3,Hospitals,898.6
2017_Q4,Hospitals,913.7
2018_Q1,Hospitals,920.0
2018_Q2,Hospitals,936.4
2018_Q3,Hospitals,948.0
2018_Q4,Hospitals,953.6
2019_Q1,Hospitals,972.9
2019_Q2,Hospitals,986.8
2019_Q3,Hospitals,994.0
2019_Q4,Hospitals,1004.8
2020_Q1,Hospitals,992.9
2020_Q2,Hospitals,933.7
2015_Q1,Nursing and residential care facilities,226.7
2015_Q2,Nursing and residential care facilities,229.9
2015_Q3,Nursing and residential care facilities,232.2
2015_Q4,Nursing and residential care facilities,234.1
2016_Q1,Nursing and residential care facilities,233.7
2016_Q2,Nursing and residential care facilities,240.4
2016_Q3,Nursing and residential care facilities,241.7
2016_Q4,Nursing and residential care facilities,245.0
2017_Q1,Nursing and residential care facilities,242.6
2017_Q2,Nursing and residential care facilities,243.2
2017_Q3,Nursing and residential care facilities,249.2
2017_Q4,Nursing and residential care facilities,255.7
2018_Q1,Nursing and residential care facilities,250.4
2018_Q2,Nursing and residential care facilities,255.4
2018_Q3,Nursing and residential care facilities,257.1
2018_Q4,Nursing and residential care facilities,258.3
2019_Q1,Nursing and residential care facilities,260.4
2019_Q2,Nursing and residential care facilities,259.8
2019_Q3,Nursing and residential care facilities,261.6
2019_Q4,Nursing and residential care facilities,267.2
2020_Q1,Nursing and residential care facilities,270.2
2020_Q2,Nursing and residential care facilities,259.5
2015_Q1,Social assistance,186.4
2015_Q2,Social assistance,186.6
2015_Q3,Social assistance,187.8
2015_Q4,Social assistance,189.5
2016_Q1,Social assistance,192.1
2016_Q2,Social assistance,196.2
2016_Q3,Social assistance,201.9
2016_Q4,Social assistance,203.1
2017_Q1,Social assistance,210.8
2017_Q2,Social assistance,209.7
2017_Q3,Social assistance,212.3
2017_Q4,Social assistance,213.9
2018_Q1,Social assistance,215.9
2018_Q2,Social assistance,218.8
2018_Q3,Social assistance,223.2
2018_Q4,Social assistance,232.3
2019_Q1,Social assistance,227.4
2019_Q2,Social assistance,231.4
2019_Q3,Social assistance,234.0
2019_Q4,Social assistance,233.5
2020_Q1,Social assistance,241.2
2020_Q2,Social assistance,207.4
2015_Q1,"Arts, entertainment, recreation, accommodation, and food services",1274.1
2015_Q2,"Arts, entertainment, recreation, accommodation, and food services",1301.0
2015_Q3,"Arts, entertainment, recreation, accommodation, and food services",1306.0
2015_Q4,"Arts, entertainment, recreation, accommodation, and food services",1327.1
2016_Q1,"Arts, entertainment, recreation, accommodation, and food services",1342.1
2016_Q2,"Arts, entertainment, recreation, accommodation, and food services",1350.1
2016_Q3,"Arts, entertainment, recreation, accommodation, and food services",1365.7
2016_Q4,"Arts, entertainment, recreation, accommodation, and food services",1391.2
2017_Q1,"Arts, entertainment, recreation, accommodation, and food services",1413.2
2017_Q2,"Arts, entertainment, recreation, accommodation, and food services",1424.5
2017_Q3,"Arts, entertainment, recreation, accommodation, and food services",1438.2
2017_Q4,"Arts, entertainment, recreation, accommodation, and food services",1448.6
2018_Q1,"Arts, entertainment, recreation, accommodation, and food services",1468.4
2018_Q2,"Arts, entertainment, recreation, accommodation, and food services",1508.9
2018_Q3,"Arts, entertainment, recreation, accommodation, and food services",1526.8
2018_Q4,"Arts, entertainment, recreation, accommodation, and food services",1526.5
2019_Q1,"Arts, entertainment, recreation, accommodation, and food services",1548.5
2019_Q2,"Arts, entertainment, recreation, accommodation, and food services",1565.0
2019_Q3,"Arts, entertainment, recreation, accommodation, and food services",1577.0
2019_Q4,"Arts, entertainment, recreation, accommodation, and food services",1583.8
2020_Q1,"Arts, entertainment, recreation, accommodation, and food services",1428.9
2020_Q2,"Arts, entertainment, recreation, accommodation, and food services",849.9
2015_Q1,"Arts, entertainment, and recreation",300.5
2015_Q2,"Arts, entertainment, and recreation",306.5
2015_Q3,"Arts, entertainment, and recreation",303.4
2015_Q4,"Arts, entertainment, and recreation",309.4
2016_Q1,"Arts, entertainment, and recreation",311.8
2016_Q2,"Arts, entertainment, and recreation",311.7
2016_Q3,"Arts, entertainment, and recreation",318.4
2016_Q4,"Arts, entertainment, and recreation",333.6
2017_Q1,"Arts, entertainment, and recreation",333.4
2017_Q2,"Arts, entertainment, and recreation",340.2
2017_Q3,"Arts, entertainment, and recreation",352.0
2017_Q4,"Arts, entertainment, and recreation",343.5
2018_Q1,"Arts, entertainment, and recreation",348.6
2018_Q2,"Arts, entertainment, and recreation",361.5
2018_Q3,"Arts, entertainment, and recreation",367.2
2018_Q4,"Arts, entertainment, and recreation",364.7
2019_Q1,"Arts, entertainment, and recreation",377.6
2019_Q2,"Arts, entertainment, and recreation",372.9
2019_Q3,"Arts, entertainment, and recreation",374.5
2019_Q4,"Arts, entertainment, and recreation",376.5
2020_Q1,"Arts, entertainment, and recreation",340.4
2020_Q2,"Arts, entertainment, and recreation",158.8
2015_Q1,"Performing arts, spectator sports, museums, and related activities",165.6
2015_Q2,"Performing arts, spectator sports, museums, and related activities",171.3
2015_Q3,"Performing arts, spectator sports, museums, and related activities",168.3
2015_Q4,"Performing arts, spectator sports, museums, and related activities",170.7
2016_Q1,"Performing arts, spectator sports, museums, and related activities",171.8
2016_Q2,"Performing arts, spectator sports, museums, and related activities",170.7
2016_Q3,"Performing arts, spectator sports, museums, and related activities",177.2
2016_Q4,"Performing arts, spectator sports, museums, and related activities",184.8
2017_Q1,"Performing arts, spectator sports, museums, and related activities",185.5
2017_Q2,"Performing arts, spectator sports, museums, and related activities",187.2
2017_Q3,"Performing arts, spectator sports, museums, and related activities",195.4
2017_Q4,"Performing arts, spectator sports, museums, and related activities",188.0
2018_Q1,"Performing arts, spectator sports, museums, and related activities",188.5
2018_Q2,"Performing arts, spectator sports, museums, and related activities",204.0
2018_Q3,"Performing arts, spectator sports, museums, and related activities",205.5
2018_Q4,"Performing arts, spectator sports, museums, and related activities",199.3
2019_Q1,"Performing arts, spectator sports, museums, and related activities",212.1
2019_Q2,"Performing arts, spectator sports, museums, and related activities",203.8
2019_Q3,"Performing arts, spectator sports, museums, and related activities",206.7
2019_Q4,"Performing arts, spectator sports, museums, and related activities",208.0
2020_Q1,"Performing arts, spectator sports, museums, and related activities",185.2
2020_Q2,"Performing arts, spectator sports, museums, and related activities",81.8
2015_Q1,"Amusements, gambling, and recreation industries",134.9
2015_Q2,"Amusements, gambling, and recreation industries",135.2
2015_Q3,"Amusements, gambling, and recreation industries",135.1
2015_Q4,"Amusements, gambling, and recreation industries",138.7
2016_Q1,"Amusements, gambling, and recreation industries",140.1
2016_Q2,"Amusements, gambling, and recreation industries",140.9
2016_Q3,"Amusements, gambling, and recreation industries",141.2
2016_Q4,"Amusements, gambling, and recreation industries",148.8
2017_Q1,"Amusements, gambling, and recreation industries",147.8
2017_Q2,"Amusements, gambling, and recreation industries",153.0
2017_Q3,"Amusements, gambling, and recreation industries",156.6
2017_Q4,"Amusements, gambling, and recreation industries",155.5
2018_Q1,"Amusements, gambling, and recreation industries",160.0
2018_Q2,"Amusements, gambling, and recreation industries",157.5
2018_Q3,"Amusements, gambling, and recreation industries",161.6
2018_Q4,"Amusements, gambling, and recreation industries",165.5
2019_Q1,"Amusements, gambling, and recreation industries",165.5
2019_Q2,"Amusements, gambling, and recreation industries",169.1
2019_Q3,"Amusements, gambling, and recreation industries",167.9
2019_Q4,"Amusements, gambling, and recreation industries",168.5
2020_Q1,"Amusements, gambling, and recreation industries",155.2
2020_Q2,"Amusements, gambling, and recreation industries",77.1
2015_Q1,Accommodation and food services,973.6
2015_Q2,Accommodation and food services,994.5
2015_Q3,Accommodation and food services,1002.6
2015_Q4,Accommodation and food services,1017.7
2016_Q1,Accommodation and food services,1030.3
2016_Q2,Accommodation and food services,1038.5
2016_Q3,Accommodation and food services,1047.3
2016_Q4,Accommodation and food services,1057.6
2017_Q1,Accommodation and food services,1079.9
2017_Q2,Accommodation and food services,1084.2
2017_Q3,Accommodation and food services,1086.2
2017_Q4,Accommodation and food services,1105.1
2018_Q1,Accommodation and food services,1119.9
2018_Q2,Accommodation and food services,1147.5
2018_Q3,Accommodation and food services,1159.6
2018_Q4,Accommodation and food services,1161.8
2019_Q1,Accommodation and food services,1170.9
2019_Q2,Accommodation and food services,1192.2
2019_Q3,Accommodation and food services,1202.4
2019_Q4,Accommodation and food services,1207.3
2020_Q1,Accommodation and food services,1088.5
2020_Q2,Accommodation and food services,691.1
2015_Q1,Accommodation,256.2
2015_Q2,Accommodation,257.8
2015_Q3,Accommodation,259.5
2015_Q4,Accommodation,261.1
2016_Q1,Accommodation,265.0
2016_Q2,Accommodation,268.4
2016_Q3,Accommodation,271.7
2016_Q4,Accommodation,270.2
2017_Q1,Accommodation,274.7
2017_Q2,Accommodation,273.7
2017_Q3,Accommodation,273.4
2017_Q4,Accommodation,275.7
2018_Q1,Accommodation,275.5
2018_Q2,Accommodation,286.4
2018_Q3,Accommodation,283.2
2018_Q4,Accommodation,292.2
2019_Q1,Accommodation,291.3
2019_Q2,Accommodation,295.6
2019_Q3,Accommodation,297.1
2019_Q4,Accommodation,297.5
2020_Q1,Accommodation,251.5
2020_Q2,Accommodation,98.9
2015_Q1,Food services and drinking places,717.4
2015_Q2,Food services and drinking places,736.8
2015_Q3,Food services and drinking places,743.1
2015_Q4,Food services and drinking places,756.6
2016_Q1,Food services and drinking places,765.3
2016_Q2,Food services and drinking places,770.1
2016_Q3,Food services and drinking places,775.6
2016_Q4,Food services and drinking places,787.3
2017_Q1,Food services and drinking places,805.2
2017_Q2,Food services and drinking places,810.5
2017_Q3,Food services and drinking places,812.9
2017_Q4,Food services and drinking places,829.4
2018_Q1,Food services and drinking places,844.4
2018_Q2,Food services and drinking places,861.0
2018_Q3,Food services and drinking places,876.4
2018_Q4,Food services and drinking places,869.6
2019_Q1,Food services and drinking places,879.6
2019_Q2,Food services and drinking places,896.6
2019_Q3,Food services and drinking places,905.4
2019_Q4,Food services and drinking places,909.8
2020_Q1,Food services and drinking places,837.0
2020_Q2,Food services and drinking places,592.2
2015_Q1,"Other services, except government",633.3
2015_Q2,"Other services, except government",645.4
2015_Q3,"Other services, except government",643.4
2015_Q4,"Other services, except government",647.6
2016_Q1,"Other services, except government",662.2
2016_Q2,"Other services, except government",667.9
2016_Q3,"Other services, except government",678.5
2016_Q4,"Other services, except government",686.5
2017_Q1,"Other services, except government",685.3
2017_Q2,"Other services, except government",686.6
2017_Q3,"Other services, except government",693.7
2017_Q4,"Other services, except government",710.2
2018_Q1,"Other services, except government",719.9
2018_Q2,"Other services, except government",739.2
2018_Q3,"Other services, except government",747.6
2018_Q4,"Other services, except government",752.0
2019_Q1,"Other services, except government",753.0
2019_Q2,"Other services, except government",747.1
2019_Q3,"Other services, except government",758.1
2019_Q4,"Other services, except government",772.5
2020_Q1,"Other services, except government",743.4
2020_Q2,"Other services, except government",580.9
2015_Q1,Government,3525.2
2015_Q2,Government,3559.4
2015_Q3,Government,3580.5
2015_Q4,Government,3596.9
2016_Q1,Government,3606.3
2016_Q2,Government,3638.2
2016_Q3,Government,3673.9
2016_Q4,Government,3697.1
2017_Q1,Government,3721.1
2017_Q2,Government,3743.5
2017_Q3,Government,3773.2
2017_Q4,Government,3830.4
